iter	Accuracy	MultiClass
877	0.9952531646	0.09055286816
878	0.9952531646	0.09039091914
879	0.9952531646	0.0902614248
880	0.9952531646	0.09003535
881	0.9952531646	0.08980205528
882	0.9952531646	0.0897157101
883	0.9952531646	0.0895941746
884	0.9952531646	0.08947474886
885	0.9952531646	0.08942916041
886	0.9952531646	0.08940790584
887	0.9952531646	0.08921324421
888	0.9952531646	0.08918763554
889	0.9952531646	0.08901071172
890	0.9952531646	0.08885785143
891	0.9952531646	0.08881125269
892	0.9952531646	0.08872997923
893	0.9952531646	0.08863657926
894	0.9952531646	0.08854760367
895	0.9952531646	0.08851031398
896	0.9952531646	0.08845202593
897	0.9952531646	0.08836082958
898	0.9952531646	0.08829952678
899	0.9952531646	0.08825708367
900	0.9952531646	0.08819277853
901	0.9952531646	0.08810099555
902	0.9952531646	0.08803797414
903	0.9952531646	0.08796272286
904	0.9952531646	0.08778790198
905	0.9952531646	0.08770581824
906	0.9952531646	0.08758711741
907	0.9952531646	0.08756485824
908	0.9952531646	0.08744621216
909	0.9952531646	0.08736806103
910	0.9952531646	0.08728041623
911	0.9952531646	0.08721808262
912	0.9952531646	0.08710233089
913	0.9952531646	0.08706759211
914	0.9952531646	0.08694445866
915	0.9952531646	0.0868949893
916	0.9952531646	0.08677577807
917	0.9952531646	0.08669713669
918	0.9952531646	0.08654541645
919	0.9952531646	0.08645567313
920	0.9952531646	0.08632329246
921	0.9952531646	0.08628650224
922	0.9952531646	0.08614673703
923	0.9952531646	0.08607032201
924	0.9952531646	0.0859537281
925	0.9952531646	0.08581364302
926	0.9952531646	0.08572261995
927	0.9952531646	0.08561444109
928	0.9952531646	0.0855530933
929	0.9952531646	0.08553537123
930	0.9952531646	0.08533237732
931	0.9952531646	0.08527346366
932	0.9952531646	0.08517782827
933	0.9952531646	0.08512847328
934	0.9952531646	0.08501444265
935	0.9952531646	0.08488453756
936	0.9952531646	0.08478046128
937	0.9952531646	0.08467844418
938	0.9952531646	0.08464138741
939	0.9952531646	0.08461663233
940	0.9952531646	0.08451443495
941	0.9952531646	0.08438166122
942	0.9952531646	0.08433322643
943	0.9952531646	0.08418105063
944	0.9952531646	0.08411131685
945	0.9952531646	0.08399618965
946	0.9952531646	0.08393464472
947	0.9952531646	0.08382045071
948	0.9952531646	0.08366449528
949	0.9952531646	0.08356334735
950	0.9952531646	0.08353731558
951	0.9952531646	0.08352474085
952	0.9952531646	0.08340898211
953	0.9952531646	0.08329595132
954	0.9952531646	0.08321210748
955	0.9952531646	0.08308683291
956	0.9952531646	0.0830161679
957	0.9952531646	0.08297325492
958	0.9952531646	0.08294531905
959	0.9952531646	0.08286116509
960	0.9952531646	0.08275244887
961	0.9952531646	0.08269952062
962	0.9952531646	0.08254715363
963	0.9952531646	0.08241026521
964	0.9952531646	0.08236550411
965	0.9952531646	0.08220708558
966	0.9952531646	0.08210878811
967	0.9952531646	0.08201677544
968	0.9952531646	0.08195014326
969	0.9952531646	0.08187432956
970	0.9952531646	0.08184777208
971	0.9952531646	0.08168401056
972	0.9952531646	0.08158460988
973	0.9952531646	0.08155055301
974	0.9952531646	0.08146486121
975	0.9952531646	0.08139444285
976	0.9952531646	0.08133708144
977	0.9952531646	0.08132787796
978	0.9952531646	0.08129825134
979	0.9952531646	0.0812845096
980	0.9952531646	0.08125035035
981	0.9952531646	0.08113790214
982	0.9952531646	0.08102936211
983	0.9952531646	0.08100960312
984	0.9952531646	0.08095395833
985	0.9952531646	0.08093653334
986	0.9952531646	0.08082584717
987	0.9952531646	0.08073303324
988	0.9952531646	0.08070238825
989	0.9952531646	0.08063712579
990	0.9952531646	0.08058149238
991	0.9952531646	0.08046276863
992	0.9952531646	0.08031913951
993	0.9952531646	0.08026802494
994	0.9952531646	0.08006870479
995	0.9952531646	0.07994971585
996	0.9952531646	0.07974395418
997	0.9952531646	0.0796803721
998	0.9952531646	0.07959820109
999	0.9952531646	0.07952517045
