iter	Accuracy	MultiClass
284	0.9831578947	0.2354206359
285	0.9831578947	0.2350994278
286	0.9831578947	0.2343965831
287	0.9831578947	0.2337329153
288	0.9831578947	0.2329396602
289	0.9852631579	0.232264572
290	0.9852631579	0.2314356426
291	0.9852631579	0.2304459373
292	0.9852631579	0.230023018
293	0.9852631579	0.2293838941
294	0.9873684211	0.2284453852
295	0.9873684211	0.2278040542
296	0.9873684211	0.227204349
297	0.9873684211	0.2267457204
298	0.9894736842	0.2261642176
299	0.9894736842	0.2255487016
300	0.9894736842	0.2246852604
301	0.9894736842	0.2236771541
302	0.9915789474	0.2227718239
303	0.9894736842	0.2221293765
304	0.9915789474	0.2207772575
305	0.9873684211	0.2202678589
306	0.9894736842	0.2195673674
307	0.9894736842	0.2184688636
308	0.9915789474	0.2180383326
309	0.9915789474	0.2176907022
310	0.9915789474	0.2168996087
311	0.9915789474	0.2161468034
312	0.9915789474	0.2160167454
313	0.9915789474	0.2156616851
314	0.9915789474	0.2151984575
315	0.9915789474	0.2144632146
316	0.9915789474	0.2138537999
317	0.9915789474	0.2133347907
318	0.9915789474	0.212816564
319	0.9915789474	0.2122113049
320	0.9915789474	0.211312429
321	0.9915789474	0.2103351559
322	0.9915789474	0.2095551132
323	0.9915789474	0.2086310457
324	0.9915789474	0.2079481
325	0.9915789474	0.2075142334
326	0.9915789474	0.2066679357
327	0.9915789474	0.206250482
328	0.9915789474	0.2056151651
329	0.9915789474	0.2053740662
330	0.9915789474	0.2047791446
331	0.9915789474	0.2040123153
332	0.9915789474	0.2035172004
333	0.9915789474	0.2026186014
334	0.9915789474	0.2024668737
335	0.9915789474	0.2022953485
336	0.9915789474	0.2017168321
337	0.9915789474	0.2008317362
338	0.9915789474	0.1998910671
339	0.9915789474	0.1995320773
340	0.9915789474	0.1992692929
341	0.9915789474	0.1983322256
342	0.9915789474	0.1977425949
343	0.9915789474	0.1971106391
344	0.9915789474	0.1966774008
345	0.9915789474	0.1960641549
346	0.9915789474	0.1952873067
347	0.9915789474	0.1945871259
348	0.9915789474	0.1940780015
349	0.9936842105	0.1933073969
350	0.9936842105	0.1927164699
351	0.9936842105	0.1923544071
352	0.9936842105	0.1921777737
353	0.9936842105	0.1918402053
354	0.9936842105	0.1912340726
355	0.9936842105	0.1905265099
356	0.9936842105	0.1897826111
357	0.9936842105	0.1892361271
358	0.9936842105	0.1889874834
359	0.9936842105	0.1882997077
360	0.9936842105	0.18759959
361	0.9936842105	0.1871115611
362	0.9936842105	0.1866747014
363	0.9936842105	0.1862432339
364	0.9936842105	0.1855259973
365	0.9936842105	0.1851396545
366	0.9936842105	0.1846513262
367	0.9936842105	0.1843607425
368	0.9936842105	0.1838316543
369	0.9936842105	0.1830173056
370	0.9936842105	0.1826228277
371	0.9936842105	0.1820516555
372	0.9936842105	0.1816113953
373	0.9936842105	0.1815221855
374	0.9936842105	0.1808257102
375	0.9936842105	0.1804386968
376	0.9936842105	0.1799487998
377	0.9936842105	0.1794853816
378	0.9936842105	0.179184264
379	0.9936842105	0.1790230068
380	0.9936842105	0.1785171141
381	0.9936842105	0.1780616404
382	0.9936842105	0.1775979336
383	0.9936842105	0.1772920033
384	0.9936842105	0.1768889381
385	0.9936842105	0.1764770201
386	0.9936842105	0.1758960537
387	0.9936842105	0.1753193381
388	0.9936842105	0.1747846973
389	0.9936842105	0.174301289
390	0.9936842105	0.1739019034
391	0.9936842105	0.1732910685
392	0.9936842105	0.1729016328
393	0.9936842105	0.1727531251
394	0.9936842105	0.1723439092
395	0.9936842105	0.1720467007
396	0.9936842105	0.1716181407
397	0.9936842105	0.1712323517
398	0.9936842105	0.1709824018
399	0.9936842105	0.1703056843
400	0.9936842105	0.1697779122
401	0.9936842105	0.1694873084
402	0.9936842105	0.1689743044
403	0.9936842105	0.1686096749
404	0.9936842105	0.1683219309
405	0.9936842105	0.1681263503
406	0.9936842105	0.1676568961
407	0.9936842105	0.1671412162
408	0.9936842105	0.1662870779
409	0.9936842105	0.1656615268
410	0.9936842105	0.165447189
411	0.9936842105	0.1649319382
412	0.9936842105	0.16467874
413	0.9936842105	0.1642153719
414	0.9936842105	0.164006459
415	0.9936842105	0.1636812276
416	0.9936842105	0.1630971739
417	0.9936842105	0.1624898558
418	0.9936842105	0.1620655059
419	0.9936842105	0.1616275629
420	0.9936842105	0.1614384795
421	0.9936842105	0.1613337161
422	0.9936842105	0.1608573488
423	0.9936842105	0.1602957505
424	0.9936842105	0.1601222728
425	0.9936842105	0.1595133678
426	0.9936842105	0.1591572804
427	0.9936842105	0.1589873243
428	0.9936842105	0.1588568364
429	0.9936842105	0.1584814872
430	0.9936842105	0.1577897741
431	0.9957894737	0.1573236314
432	0.9957894737	0.1570575325
433	0.9957894737	0.1567288442
434	0.9957894737	0.15605915764435	0.9957894737	0.15569742443436	0.9957894737	0.15530905437437	0.9957894737	0.1551260438	438	0.9957894737	0.15465843439	0.9957894737	0.15447254440440	0.9957894737	0.1539711441	441	0.9957894737	0.153795442	442	0.9957894737	0.153263443	0443	0.9957894737	0.15306444	0.444	0.9957894737	0.152445	0.9445	0.9957894737	0.152446	0.99446	0.9957894737	0.15447	0.993447	0.9957894737	0.1448	0.9936448	0.9957894737	0.449	0.99369449	0.9957894737	0450	0.993697450	0.9957894737	451	0.9936974451	0.9957894737452	0.99369747452	0.995789473453	0.993697479453	0.99578947454	0.993697479	454	0.9957894455	0.993697479	0455	0.995789456	0.993697479	0.456	0.99578457	0.993697479	0.1457	0.9957458	0.993697479	0.15458	0.995459	0.993697479	0.154459	0.460	0.993697479	0.15428460	0.461	0.993697479	0.153991461	0462	0.993697479	0.1537430462	463	0.993697479	0.15328233463464	0.993697479	0.15270348464465	0.9957983193	0.15251428465466	0.993697479	0.15216836146467	0.9957983193	0.15176796467468	0.9957983193	0.1513640468	469	0.9957983193	0.1508837469	470	0.9957983193	0.1505866470	471	0.9957983193	0.1502392471	472	0.9957983193	0.1499745472	473	0.9957983193	0.1498693473	474	0.9957983193	0.1493923474	475	0.9957983193	0.149166475	0476	0.9957983193	0.148664476	0477	0.9957983193	0.148328477	0478	0.9957983193	0.14808478	0.479	0.9957983193	0.14800479	0.480	0.9957983193	0.14792480	0.481	0.9957983193	0.14772481	0482	0.9957983193	0.147300482	0483	0.9957983193	0.146873483	0484	0.9957983193	0.146541484	0485	0.9957983193	0.146320485	0486	0.9957983193	0.145994486	0487	0.9957983193	0.145712487	0488	0.9957983193	0.14534488	0.489	0.9957983193	0.14494489	0.490	0.9957983193	0.14441490	0.491	0.9957983193	0.14413491	0.492	0.9957983193	0.14402492	0.493	0.9957983193	0.14357493	0.494	0.9957983193	0.14338494	495	0.9957983193	0.1432609495	496	0.9957983193	0.1429442496	497	0.9957983193	0.1425164497498	0.9957983193	0.14210686498499	0.9957983193	0.14182106499500	0.9957983193	0.14156997500501	0.9957983193	0.14112545501502	0.9957983193	0.14105475502503	0.9957983193	0.1408696503	504	0.9957983193	0.1404313504	505	0.9957983193	0.1402261505	506	0.9957983193	0.1400851506	507	0.9957983193	0.139895507	0508	0.9957983193	0.139566508	0509	0.9957983193	0.139384509	0510	0.9957983193	0.139230510	0511	0.9957983193	0.138767511	0512	0.9957983193	0.138459512	0513	0.9957983193	0.138189513	0514	0.9957983193	0.137970514	515	0.9957983193	0.1377972515	516	0.9957983193	0.1374435516517	0.9957983193	0.13712677517518	0.9957983193	0.13691336518519	0.9957983193	0.13661550519520	0.9957983193	0.13634838520521	0.9957983193	0.1359001521	522	0.9957983193	0.1356190522	523	0.9957983193	0.135547523	0524	0.9957983193	0.135239524	0525	0.9957983193	0.135003525	0526	0.9957983193	0.134557526	0527	0.9957983193	0.134418527	528	0.9957983193	0.1339544528	529	0.9957983193	0.1335687529	530	0.9957983193	0.1333000530	531	0.9957983193	0.1331563531	532	0.9957983193	0.1329995532	533	0.9957983193	0.1326481533	534	0.9957983193	0.1325710534	535	0.9957983193	0.1325030535	536	0.9957983193	0.1322710536	537	0.9957983193	0.1321537	0.9538	0.9957983193	0.1318538	0.9539	0.9957983193	0.131539	0.99540	0.9957983193	0.130540	0.99541	0.9957983193	0.130541	0.99542	0.9957983193	0.130542	0.99543	0.9957983193	0.130543	0.99544	0.9957983193	0.129544	0.9545	0.9957983193	0.1296545	0.9546	0.9957983193	0.1294546	0.9547	0.9957983193	0.1291547	0.9548	0.9957983193	0.1291548	0.9549	0.9957983193	0.128549	0.99550	0.9957983193	0.12550	0.995551	0.9957983193	0.12551	0.995552	0.9957983193	0.12552	0.995553	0.9957983193	0.12553	0.995554	0.9957983193	0.12554	0.995555	0.9957983193	0.12555	0.995556	0.9957983193	0.1556	0.9957557	0.9957983193	0.1557	0.9957558	0.9957983193	0.558	0.99578559	0.9957983193	0559	0.995789560	0.9957983193	0560	0.995789561	0.9957983193	0561	0.995789562	0.9957983193	0562	0.995789563	0.9957983193	0563	0.995789564	0.9957983193	0564	0.995789565	0.9957983193	0565	0.995789566	0.9957983193	0566	0.995789567	0.9957983193	0567	0.995789568	0.9957983193	0568	0.995789569	0.9957983193	0569	0.9957570	0.9957983193	0.1570	0.9957571	0.9957983193	0.1571	0.9957572	0.9957983193	0.1572	0.9957573	0.9957983193	0.1573	0.9957574	0.9957983193	0.1574	0.9957575	0.9957983193	0.1575	0.9957576	0.9957983193	0.576	0.99578577	0.9957983193	0.577	0.99578578	0.9957983193	0.578	0.99578579	0.9957983193	0.579	0.99578580	0.9957983193	0.580	0.99578581	0.9957983193	0581	0.995789582	0.9957983193	582	0.9957894583	0.9957983193	583	0.9957894584	0.9957983193	584	0.9957894585	0.9957983193	585	0.9957894586	0.9957983193	586	0.9957894587	0.9957983193	587	0.9957894588	0.9957983193588	0.99578947589	0.995798319589	0.995789473590	0.995798319590	0.995789473591	0.995798319591	0.9957894592	0.9957983193	592	0.9957894593	0.9957983193	593	0.9957894594	0.9957983193594	0.99578947595	0.9957983193595	0.99578947596	0.995798319596	0.995789473597	0.995798319597	0.995789473598	0.995798319598	0.995789473599	0.995798319599	0.995789473600	0.995798319600	0.995789473601	0.995798319601	0.995789473602	0.99579831602	0.9957894737603	0.9957983603	0.9957894737	604	0.9957983604	0.9957894737	605	0.9957983605	0.9957894737	606	0.9957983606	0.9957894737	607	0.9957983607	0.9957894737	608	0.9957983608	0.9957894737	609	0.9957983609	0.9957894737	610	0.9957983610	0.9957894737	611	0.995798611	0.9957894737	0612	0.995798612	0.9957894737	0613	0.995798613	0.9957894737	0614	0.9957614	0.9957894737	0.1615	0.9957615	0.9957894737	0.1616	0.9957616	0.9957894737	0.1617	0.9957617	0.9957894737	0.1618	0.9957618	0.9957894737	0.1619	0.9957619	0.9957894737	0.1620	0.9957620	0.9957894737	0.621	0.99579621	0.9957894737	0.622	0.99579622	0.9957894737	0.623	0.99579623	0.9957894737	0.624	0.99579624	0.9957894737	0.625	0.99579625	0.9957894737	0.626	0.9957626	0.9957894737	0.1627	0.9957627	0.9957894737	0.1628	0.9957628	0.9957894737	0.1629	0.9957629	0.9957894737	0.1630	0.9957630	0.9957894737	0.1631	0.9957631	0.9957894737	0.1632	0.9957632	0.9957894737	0.633	0.99579633	0.9957894737	0.634	0.99579634	0.9957894737	0.635	0.99579635	0.9957894737	0636	0.995798636	0.9957894737	0637	0.995798637	0.9957894737	0638	0.995798638	0.9957894737	0639	0.995798639	0.9957894737	0640	0.995798640	0.9957894737	0641	0.995798641	0.9957894737	0642	0.995798642	0.9957894737	0643	0.995798643	0.9957894737	0644	0.995798644	0.9957894737	0645	0.995798645	0.9957894737	0646	0.995798646	0.9957894737	0647	0.995798647	0.9957894737	0648	0.995798648	0.9957894737	0649	0.995798649	0.9957894737	650	0.9957983650	0.9957894737	651	0.9957983651	0.9957894737	652	0.9957983652	0.9957894737653	0.9957983653	0.9957894737	654	0.9957983654	0.9957894737	655	0.9957983655	0.9957894737	656	0.9957983656	0.9957894737657	0.99579831657	0.9957894737658	0.99579831658	0.9957894737659	0.99579831659	0.995789473660	0.995798319660	0.995789473661	0.995798319661	0.995789473662	0.995798319662	0.995789473663	0.995798319663	0.995789473664	0.9957983193664	0.99578947665	0.9957983193	665	0.9957894666	0.9957983193	0666	0.995789667	0.9957983193	0667	0.995789668	0.9957983193	0.668	0.99578669	0.9957983193	0.1669	0.9957670	0.9957983193	0.10670	0.995671	0.9957983193	0.102671	0.99672	0.9957983193	0.1025672	0.9673	0.9957983193	0.10230673	0.674	0.9957983193	0.10202674	0.675	0.9957983193	0.101969675	676	0.9957983193	0.10178342676677	0.9957983193	0.10162335667678	0.9957983193	0.10141451196679	0.9957983193	0.1011950065
680	0.9957983193	0.101058143
681	0.9957983193	0.1009242366
682	0.9957983193	0.1007202315
683	0.9957983193	0.1006131266
684	0.9957983193	0.100542592
685	0.9957983193	0.1003057586
686	0.9957983193	0.1001943287
687	0.9957983193	0.1000133589
688	0.9957983193	0.09985278258
689	0.9957983193	0.09961340149
690	0.9957983193	0.09937422779
691	0.9957983193	0.09918704189
692	0.9957983193	0.09902321657
693	0.9957983193	0.09885271079
694	0.9957983193	0.09869647041
695	0.9957983193	0.09853268629
696	0.9957983193	0.09847430812
697	0.9957983193	0.09831316989
698	0.9957983193	0.09812646126
699	0.9957983193	0.09803871266
700	0.9957983193	0.09790626142
701	0.9957983193	0.09776735607
702	0.9957983193	0.09765491161
703	0.9957983193	0.09758424839
704	0.9957983193	0.09749940769
705	0.9957983193	0.09741744192
706	0.9957983193	0.09729594435
707	0.9957983193	0.09725329972
708	0.9957983193	0.09704337382
709	0.9957983193	0.09689376244
710	0.9957983193	0.09671561966
711	0.9957983193	0.09667638475
712	0.9957983193	0.09655279911
713	0.9957983193	0.09642613923
714	0.9957983193	0.0962919375
715	0.9957983193	0.09612510316
716	0.9957983193	0.09606666375
717	0.9957983193	0.09590546162
718	0.9957983193	0.09573550184
719	0.9957983193	0.09556197445
720	0.9957983193	0.09540121072
721	0.9957983193	0.09520269603
722	0.9957983193	0.09499346361
723	0.9957983193	0.09486654951
724	0.9957983193	0.09465232405
725	0.9957983193	0.09454535299
726	0.9957983193	0.09443027696
727	0.9957983193	0.09424743933
728	0.9957983193	0.09406561787
729	0.9957983193	0.09387699544
730	0.9957983193	0.09368688977
731	0.9957983193	0.09352771965
732	0.9957983193	0.09339468215
733	0.9957983193	0.0932129598
734	0.9957983193	0.09310404758
735	0.9957983193	0.09299598013
736	0.9957983193	0.09287529708
737	0.9957983193	0.09271329754
738	0.9957983193	0.09256779862
739	0.9957983193	0.09244478519
740	0.9957983193	0.09231544532
741	0.9957983193	0.09219841652
742	0.9957983193	0.09216727811
743	0.9957983193	0.09198610322
744	0.9957983193	0.09181104507
745	0.9957983193	0.09161207397
746	0.9957983193	0.09143181405
747	0.9957983193	0.09122517291
748	0.9957983193	0.09104243144
749	0.9957983193	0.09088625027
750	0.9957983193	0.09074411349
751	0.9957983193	0.09071135782
752	0.9957983193	0.09064472399
753	0.9957983193	0.09042544249
754	0.9957983193	0.09027493173
755	0.9957983193	0.0900852385
756	0.9957983193	0.0898130489
757	0.9957983193	0.08958899326
758	0.9957983193	0.08946505179
759	0.9957983193	0.08941237288
760	0.9957983193	0.08934178842
761	0.9957983193	0.08931110131
762	0.9957983193	0.08914283621
763	0.9957983193	0.08899405114
764	0.9957983193	0.08877509816
765	0.9957983193	0.08869381076
766	0.9957983193	0.0885546292
767	0.9957983193	0.08839375494
768	0.9957983193	0.08827740686
769	0.9957983193	0.08821082388
770	0.9957983193	0.08808261249
771	0.9957983193	0.0879275221
772	0.9957983193	0.08785888493
773	0.9957983193	0.08780974049
774	0.9957983193	0.08756375197
775	0.9957983193	0.08752302066
776	0.9957983193	0.08731614288
777	0.9957983193	0.08728621701
778	0.9957983193	0.08725565993
779	0.9957983193	0.087161292
780	0.9957983193	0.08702824798
781	0.9957983193	0.08695254673
782	0.9957983193	0.08683120039
783	0.9957983193	0.08659206016
784	0.9957983193	0.08648905346
785	0.9957983193	0.08638265843
786	0.9957983193	0.08625124393
787	0.9957983193	0.08613335965
788	0.9957983193	0.08605940471
789	0.9957983193	0.08595806935
790	0.9957983193	0.08590193592
791	0.9957983193	0.08578108115
792	0.9957983193	0.08570283665
793	0.9957983193	0.08564561242
794	0.9957983193	0.08554271934
795	0.9957983193	0.08546586844
796	0.9957983193	0.08542935776
797	0.9957983193	0.08527882413
798	0.9957983193	0.08519782709
799	0.9957983193	0.08508450591
800	0.9957983193	0.08491669216
801	0.9957983193	0.08489612935
802	0.9957983193	0.08477701823
803	0.9957983193	0.08466796352
804	0.9957983193	0.08457804439
805	0.9957983193	0.08452185219
806	0.9957983193	0.0844133794
807	0.9957983193	0.08428714818
808	0.9957983193	0.08411108855
809	0.9957983193	0.08397742207
810	0.9957983193	0.08379736102
811	0.9957983193	0.08358823472
812	0.9957983193	0.0834257855
813	0.9957983193	0.0833552745
814	0.9957983193	0.08331917198
815	0.9957983193	0.08324633904
816	0.9957983193	0.08305141612
817	0.9957983193	0.08296442627
818	0.9957983193	0.08282095612
819	0.9957983193	0.08266011633
820	0.9957983193	0.0825788143
821	0.9957983193	0.0824487806
822	0.9957983193	0.08243025945
823	0.9957983193	0.08238879089
824	0.9957983193	0.08232624968
825	0.9957983193	0.08229909364
826	0.9957983193	0.0821997895
827	0.9957983193	0.08212456664
828	0.9957983193	0.08198737143
829	0.9957983193	0.08188223079
830	0.9957983193	0.08179174529
831	0.9957983193	0.08165837392
832	0.9957983193	0.08162182922
833	0.9957983193	0.08151265907
834	0.9957983193	0.08134400054
835	0.9957983193	0.08121988015
836	0.9957983193	0.08113804441
837	0.9957983193	0.08110690469
838	0.9957983193	0.08108914944
839	0.9957983193	0.08102932491
840	0.9957983193	0.08092309115
841	0.9957983193	0.08084187445
842	0.9957983193	0.08076219382
843	0.9957983193	0.08068052751
844	0.9957983193	0.08059169939
845	0.9957983193	0.08050393446
846	0.9957983193	0.08035642036
847	0.9957983193	0.08028996179
848	0.9957983193	0.08013549651
849	0.9957983193	0.07996147447
850	0.9957983193	0.07981319083
851	0.9957983193	0.07975949428
852	0.9957983193	0.07962613646
853	0.9957983193	0.07948714157
854	0.9957983193	0.07941378324
855	0.9957983193	0.07932689465
856	0.9957983193	0.07924860588
857	0.9957983193	0.07912596841
858	0.9957983193	0.07898019682
859	0.9957983193	0.07884325824
860	0.9957983193	0.07877392069
861	0.9957983193	0.07870481732
862	0.9957983193	0.07860114901
863	0.9957983193	0.07848356292
864	0.9957983193	0.0782647135
865	0.9957983193	0.0781392438
866	0.9957983193	0.07808695727
867	0.9957983193	0.07804211753
868	0.9957983193	0.07797023712
869	0.9957983193	0.07787190984
870	0.9957983193	0.07772743457
871	0.9957983193	0.07758238271
872	0.9957983193	0.07752658402
873	0.9957983193	0.07742730519
874	0.9957983193	0.07721547416
875	0.9957983193	0.07710081129
876	0.9957983193	0.07700460584
877	0.9957983193	0.07697305807
878	0.9957983193	0.07684434445
879	0.9957983193	0.07676719247
